======================================== [1] 2025-12-03 11:43:16
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   0                  0
 34                   0                  0
 19                   0                  0
 15                   0                  0
 12                   0                  0
 44                   0                  0
 28                   0                  0
 25                   0                  0
 22                   0                  0
  9                   0                  0
 43                   0                  0
 37                   0                  0
 31                   0                  0
 27                   0                  0
 16                   0                  0
 13                   0                  0
 23                   0                  0
 42                   0                  0
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   0                  0
 17                   0                  0
  1                   0                  0
 30                   0                  0
 14                   0                  0
 11                   0                  0
 40                   0                  0
  8                   0                  0
 20                   0                  0
  7                   0                  0
 36                   0                  0
  5                   0                  0
  2                   0                  0
 26                   0                  0
 29                   0                  0
  0                   0                  0
 32                   0                  0
  3                   0                  0
 38                   0                  0
 39                   0                  0
 10                   0                  0
 18                   0                  0
 21                   0                  0
 24                   0                  0

======================================== [2] 2025-12-03 11:43:22
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   7                  7
 34                   1                  1
 19                   8                  8
 15                  11                 11
 12                   2                  2
 44                   2                  2
 28                   5                  5
 25                   4                  4
 22                  13                 13
  9                   1                  1
 43                   7                  7
 37                  11                 11
 31                   0                  0
 27                  10                 10
 16                  16                 16
 13                  15                 15
 23                  15                 15
 42                  10                 10
 35                   4                  4
  6                   0                  0
  4                   0                  0
 33                  13                 13
 17                   1                  1
  1                   0                  0
 30                   4                  4
 14                   6                  6
 11                   9                  9
 40                   4                  4
  8                   0                  0
 20                   1                  1
  7                   0                  0
 36                  12                 12
  5                   0                  0
  2                   0                  0
 26                   2                  2
 29                   6                  6
  0                   0                  0
 32                   3                  3
  3                   0                  0
 38                   9                  9
 39                   9                  9
 10                  10                 10
 18                  10                 10
 21                  12                 12
 24                   4                  4

======================================== [3] 2025-12-03 11:43:29
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  10                 10
 34                   7                  7
 19                  20                 20
 15                  19                 19
 12                  14                 14
 44                   3                  3
 28                  11                 11
 25                   9                  9
 22                   3                  3
  9                   6                  6
 43                  13                 13
 37                  11                 11
 31                   9                  9
 27                   5                  5
 16                  32                 32
 13                   3                  3
 23                  15                 15
 42                  18                 18
 35                   3                  3
  6                   0                  0
  4                   0                  0
 33                   8                  8
 17                  23                 23
  1                   0                  0
 30                   8                  8
 14                  12                 12
 11                   3                  3
 40                   7                  7
  8                   0                  0
 20                  17                 17
  7                   0                  0
 36                  10                 10
  5                   0                  0
  2                   0                  0
 26                   6                  6
 29                   7                  7
  0                   0                  0
 32                   9                  9
  3                   0                  0
 38                   3                  3
 39                  10                 10
 10                   7                  7
 18                  10                 10
 21                   4                  4
 24                   9                  9

======================================== [4] 2025-12-03 11:43:36
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  14                 14
 34                   5                  5
 19                   2                  2
 15                  12                 12
 12                  14                 14
 44                   8                  8
 28                   3                  3
 25                  16                 16
 22                  14                 14
  9                   3                  3
 43                  13                 13
 37                  20                 20
 31                   9                  9
 27                  10                 10
 16                  20                 20
 13                  12                 12
 23                   6                  6
 42                  22                 22
 35                  33                 33
  6                   0                  0
  4                   0                  0
 33                   5                  5
 17                   4                  4
  1                   0                  0
 30                   6                  6
 14                  16                 16
 11                   1                  1
 40                  36                 36
  8                   0                  0
 20                   1                  1
  7                   0                  0
 36                  14                 14
  5                   0                  0
  2                   0                  0
 26                   5                  5
 29                   4                  4
  0                   0                  0
 32                  38                 38
  3                   0                  0
 38                   5                  5
 39                  10                 10
 10                  13                 13
 18                   7                  7
 21                  15                 15
 24                   6                  6

======================================== [5] 2025-12-03 11:43:43
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   6                  6
 34                   4                  4
 19                  15                 15
 15                   2                  2
 12                   7                  7
 44                   6                  6
 28                  16                 16
 25                   2                  2
 22                  25                 25
  9                  12                 12
 43                  11                 11
 37                  14                 14
 31                  17                 17
 27                  20                 20
 16                   9                  9
 13                   5                  5
 23                   9                  9
 42                   5                  5
 35                  10                 10
  6                   0                  0
  4                   0                  0
 33                  10                 10
 17                  22                 22
  1                   0                  0
 30                   5                  5
 14                  11                 11
 11                  15                 15
 40                  12                 12
  8                   0                  0
 20                   5                  5
  7                   0                  0
 36                  14                 14
  5                   0                  0
  2                   0                  0
 26                   9                  9
 29                   5                  5
  0                   0                  0
 32                   8                  8
  3                   0                  0
 38                  23                 23
 39                  16                 16
 10                  11                 11
 18                   6                  6
 21                   4                  4
 24                  14                 14

======================================== [6] 2025-12-03 11:43:50
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  13                 13
 34                  14                 14
 19                   3                  3
 15                   3                  3
 12                  11                 11
 44                  24                 24
 28                   2                  2
 25                   7                  7
 22                  10                 10
  9                  13                 13
 43                  13                 13
 37                   5                  5
 31                  20                 20
 27                  15                 15
 16                  16                 16
 13                  12                 12
 23                   6                  6
 42                   7                  7
 35                  18                 18
  6                   0                  0
  4                   0                  0
 33                  17                 17
 17                   2                  2
  1                   0                  0
 30                   2                  2
 14                  33                 33
 11                  18                 18
 40                  12                 12
  8                   0                  0
 20                  18                 18
  7                   0                  0
 36                  26                 26
  5                   0                  0
  2                   0                  0
 26                  18                 18
 29                  19                 19
  0                   0                  0
 32                   2                  2
  3                   0                  0
 38                  13                 13
 39                   5                  5
 10                  29                 29
 18                   3                  3
 21                   6                  6
 24                   5                  5

======================================== [7] 2025-12-03 11:43:57
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   6                  6
 34                   7                  7
 19                   3                  3
 15                   4                  4
 12                   6                  6
 44                  33                 33
 28                  15                 15
 25                  11                 11
 22                  20                 20
  9                  10                 10
 43                   7                  7
 37                  19                 19
 31                   7                  7
 27                   1                  1
 16                  23                 23
 13                   9                  9
 23                   5                  5
 42                  11                 11
 35                  15                 15
  6                   0                  0
  4                   0                  0
 33                  30                 30
 17                   1                  1
  1                   0                  0
 30                   1                  1
 14                   8                  8
 11                  36                 36
 40                  13                 13
  8                   0                  0
 20                  17                 17
  7                   0                  0
 36                  16                 16
  5                   0                  0
  2                   0                  0
 26                   3                  3
 29                  16                 16
  0                   0                  0
 32                   6                  6
  3                   0                  0
 38                   5                  5
 39                   7                  7
 10                  13                 13
 18                  15                 15
 21                   6                  6
 24                  13                 13

======================================== [8] 2025-12-03 11:44:04
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  14                 14
 34                  14                 14
 19                   6                  6
 15                   8                  8
 12                   7                  7
 44                   9                  9
 28                  10                 10
 25                   2                  2
 22                   4                  4
  9                  20                 20
 43                  16                 16
 37                   8                  8
 31                   5                  5
 27                   5                  5
 16                   4                  4
 13                  32                 32
 23                  18                 18
 42                  10                 10
 35                  19                 19
  6                   0                  0
  4                   0                  0
 33                  10                 10
 17                  26                 26
  1                   0                  0
 30                   7                  7
 14                  22                 22
 11                   5                  5
 40                  15                 15
  8                   0                  0
 20                  10                 10
  7                   0                  0
 36                   6                  6
  5                   0                  0
  2                   0                  0
 26                  18                 18
 29                   1                  1
  0                   0                  0
 32                   3                  3
  3                   0                  0
 38                  11                 11
 39                   6                  6
 10                  13                 13
 18                  11                 11
 21                  10                 10
 24                   2                  2

======================================== [9] 2025-12-03 11:44:10
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   5                  5
 34                  12                 12
 19                   8                  8
 15                  22                 22
 12                  29                 29
 44                   8                  8
 28                  11                 11
 25                  26                 26
 22                  19                 19
  9                   5                  5
 43                  13                 13
 37                  19                 19
 31                   8                  8
 27                  12                 12
 16                   9                  9
 13                  19                 19
 23                  18                 18
 42                  13                 13
 35                  14                 14
  6                   0                  0
  4                   0                  0
 33                  20                 20
 17                   2                  2
  1                   0                  0
 30                   8                  8
 14                  14                 14
 11                  20                 20
 40                  18                 18
  8                   0                  0
 20                   5                  5
  7                   0                  0
 36                  12                 12
  5                   0                  0
  2                   0                  0
 26                  10                 10
 29                   4                  4
  0                   0                  0
 32                  18                 18
  3                   0                  0
 38                  12                 12
 39                  31                 31
 10                   3                  3
 18                  24                 24
 21                   3                  3
 24                   6                  6

======================================== [10] 2025-12-03 11:44:18
