======================================== [1] 2025-12-03 13:23:04
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   0                  0
 34                   0                  0
 19                   0                  0
 15                   0                  0
 12                   0                  0
 44                   0                  0
 28                   0                  0
 25                   0                  0
 22                   0                  0
  9                   0                  0
 43                   0                  0
 37                   0                  0
 31                   0                  0
 27                   0                  0
 16                   0                  0
 13                   0                  0
 23                   0                  0
 42                   0                  0
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   0                  0
 17                   0                  0
  1                   0                  0
 30                   0                  0
 14                   0                  0
 11                   0                  0
 40                   0                  0
  8                   0                  0
 20                   0                  0
  7                   0                  0
 36                   0                  0
  5                   0                  0
  2                   0                  0
 26                   0                  0
 29                   0                  0
  0                   0                  0
 32                   0                  0
  3                   0                  0
 38                   0                  0
 39                   0                  0
 10                   0                  0
 18                   0                  0
 21                   0                  0
 24                   0                  0

======================================== [2] 2025-12-03 13:23:10
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  31                 31
 34                  42                 42
 19                  42                 42
 15                  24                 24
 12                  25                 25
 44                   2                  2
 28                  16                 16
 25                  14                 14
 22                  22                 22
  9                   8                  8
 43                  40                 40
 37                   5                  5
 31                  24                 24
 27                  25                 25
 16                  26                 26
 13                   9                  9
 23                  39                 39
 42                   1                  1
 35                   1                  1
  6                   0                  0
  4                   0                  0
 33                  19                 19
 17                   6                  6
  1                   0                  0
 30                   3                  3
 14                   2                  2
 11                   6                  6
 40                  14                 14
  8                   0                  0
 20                  18                 18
  7                   0                  0
 36                  38                 38
  5                   0                  0
  2                   0                  0
 26                  25                 25
 29                  15                 15
  0                   0                  0
 32                   6                  6
  3                   0                  0
 38                  17                 17
 39                  34                 34
 10                   1                  1
 18                  47                 47
 21                  22                 22
 24                   9                  9

======================================== [3] 2025-12-03 13:23:17
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  13                 13
 34                  11                 11
 19                  44                 44
 15                  25                 25
 12                  16                 16
 44                  16                 16
 28                  24                 24
 25                  19                 19
 22                  47                 47
  9                  28                 28
 43                  21                 21
 37                  14                 14
 31                  32                 32
 27                  52                 52
 16                  20                 20
 13                  45                 45
 23                  66                 66
 42                   9                  9
 35                  12                 12
  6                   0                  0
  4                   0                  0
 33                  34                 34
 17                   8                  8
  1                   0                  0
 30                  17                 17
 14                  16                 16
 11                  31                 31
 40                  27                 27
  8                   0                  0
 20                  17                 17
  7                   0                  0
 36                  16                 16
  5                   0                  0
  2                   0                  0
 26                  42                 42
 29                  28                 28
  0                   0                  0
 32                  12                 12
  3                   0                  0
 38                  32                 32
 39                  18                 18
 10                  19                 19
 18                  22                 22
 21                   7                  7
 24                  20                 20

======================================== [4] 2025-12-03 13:23:24
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  35                 35
 34                  43                 43
 19                  14                 14
 15                  38                 38
 12                  31                 31
 44                  18                 18
 28                  27                 27
 25                  19                 19
 22                  18                 18
  9                  23                 23
 43                   1                  1
 37                  20                 20
 31                  17                 17
 27                  22                 22
 16                  23                 23
 13                   5                  5
 23                   8                  8
 42                  49                 49
 35                   7                  7
  6                   0                  0
  4                   0                  0
 33                  41                 41
 17                  12                 12
  1                   0                  0
 30                  22                 22
 14                  36                 36
 11                  53                 53
 40                  28                 28
  8                   0                  0
 20                  25                 25
  7                   0                  0
 36                   9                  9
  5                   0                  0
  2                   0                  0
 26                  25                 25
 29                  26                 26
  0                   0                  0
 32                   5                  5
  3                   0                  0
 38                  37                 37
 39                  12                 12
 10                  26                 26
 18                  27                 27
 21                  32                 32
 24                   7                  7

======================================== [5] 2025-12-03 13:23:31
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  17                 17
 34                  31                 31
 19                  40                 40
 15                  32                 32
 12                  32                 32
 44                  46                 46
 28                  39                 39
 25                  15                 15
 22                  26                 26
  9                  10                 10
 43                  15                 15
 37                  16                 16
 31                  10                 10
 27                  14                 14
 16                  19                 19
 13                  14                 14
 23                  15                 15
 42                  26                 26
 35                  41                 41
  6                   0                  0
  4                   0                  0
 33                  31                 31
 17                   2                  2
  1                   0                  0
 30                  14                 14
 14                   8                  8
 11                  34                 34
 40                  15                 15
  8                   0                  0
 20                   8                  8
  7                   0                  0
 36                  21                 21
  5                   0                  0
  2                   0                  0
 26                  23                 23
 29                  15                 15
  0                   0                  0
 32                  38                 38
  3                   0                  0
 38                  18                 18
 39                  22                 22
 10                  31                 31
 18                  22                 22
 21                  29                 29
 24                   8                  8

======================================== [6] 2025-12-03 13:23:38
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  21                 21
 34                  21                 21
 19                  36                 36
 15                  23                 23
 12                   8                  8
 44                  22                 22
 28                  18                 18
 25                  25                 25
 22                  32                 32
  9                  18                 18
 43                  26                 26
 37                  25                 25
 31                  21                 21
 27                  31                 31
 16                  16                 16
 13                  26                 26
 23                  13                 13
 42                  23                 23
 35                  11                 11
  6                   0                  0
  4                   0                  0
 33                  28                 28
 17                  13                 13
  1                   0                  0
 30                  41                 41
 14                  49                 49
 11                  12                 12
 40                  26                 26
  8                   0                  0
 20                  45                 45
  7                   0                  0
 36                  17                 17
  5                   0                  0
  2                   0                  0
 26                  17                 17
 29                  34                 34
  0                   0                  0
 32                   9                  9
  3                   0                  0
 38                  19                 19
 39                  28                 28
 10                  14                 14
 18                  23                 23
 21                  11                 11
 24                  23                 23

======================================== [7] 2025-12-03 13:23:45
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  46                 46
 34                  22                 22
 19                  13                 13
 15                   8                  8
 12                  10                 10
 44                  20                 20
 28                  46                 46
 25                  26                 26
 22                  13                 13
  9                  49                 49
 43                   8                  8
 37                  28                 28
 31                  12                 12
 27                  20                 20
 16                  14                 14
 13                  12                 12
 23                  20                 20
 42                  26                 26
 35                  13                 13
  6                   0                  0
  4                   0                  0
 33                  11                 11
 17                  16                 16
  1                   0                  0
 30                  34                 34
 14                  29                 29
 11                  14                 14
 40                  17                 17
  8                   0                  0
 20                   5                  5
  7                   0                  0
 36                  43                 43
  5                   0                  0
  2                   0                  0
 26                  37                 37
 29                  21                 21
  0                   0                  0
 32                   8                  8
  3                   0                  0
 38                  34                 34
 39                   3                  3
 10                  28                 28
 18                  15                 15
 21                  38                 38
 24                  25                 25

======================================== [8] 2025-12-03 13:23:52
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  21                 21
 34                  27                 27
 19                  14                 14
 15                  12                 12
 12                  28                 28
 44                  20                 20
 28                  14                 14
 25                  27                 27
 22                  15                 15
  9                  26                 26
 43                  34                 34
 37                  19                 19
 31                  17                 17
 27                   1                  1
 16                  42                 42
 13                  18                 18
 23                  30                 30
 42                  32                 32
 35                  39                 39
  6                   0                  0
  4                   0                  0
 33                  14                 14
 17                  12                 12
  1                   0                  0
 30                   6                  6
 14                   3                  3
 11                  29                 29
 40                  29                 29
  8                   0                  0
 20                  11                 11
  7                   0                  0
 36                  43                 43
  5                   0                  0
  2                   0                  0
 26                  35                 35
 29                  16                 16
  0                   0                  0
 32                  60                 60
  3                   0                  0
 38                  15                 15
 39                  28                 28
 10                  36                 36
 18                  27                 27
 21                   7                  7
 24                  35                 35

======================================== [9] 2025-12-03 13:23:58
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   4                  4
 34                  16                 16
 19                  33                 33
 15                   8                  8
 12                  32                 32
 44                   6                  6
 28                  31                 31
 25                  39                 39
 22                  17                 17
  9                  26                 26
 43                  13                 13
 37                  11                 11
 31                   8                  8
 27                   4                  4
 16                  40                 40
 13                  28                 28
 23                  23                 23
 42                  29                 29
 35                  23                 23
  6                   0                  0
  4                   0                  0
 33                  14                 14
 17                  14                 14
  1                   0                  0
 30                  24                 24
 14                  25                 25
 11                  39                 39
 40                  48                 48
  8                   0                  0
 20                  27                 27
  7                   0                  0
 36                   9                  9
  5                   0                  0
  2                   0                  0
 26                  30                 30
 29                   5                  5
  0                   0                  0
 32                  10                 10
  3                   0                  0
 38                  37                 37
 39                  25                 25
 10                  26                 26
 18                   4                  4
 21                  32                 32
 24                  14                 14

======================================== [10] 2025-12-03 13:24:05
