======================================== [1] 2025-12-05 10:21:45
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   0                  0
 44                   0                  0
 27                   0                  0
 20                   0                  0
 16                   0                  0
 13                   0                  0
 39                   0                  0
 30                   0                  0
  9                   0                  0
 38                   0                  0
 33                   0                  0
 25                   0                  0
 24                   0                  0
 22                   0                  0
 21                   0                  0
 42                   0                  0
 40                   0                  0
 11                   0                  0
  6                   0                  0
 35                   0                  0
 32                   0                  0
  3                   0                  0
 29                   0                  0
  0                   0                  0
 23                   0                  0
  7                   0                  0
 17                   0                  0
  4                   0                  0
 37                   0                  0
  8                   0                  0
  5                   0                  0
 34                   0                  0
  2                   0                  0
 31                   0                  0
 19                   0                  0
 14                   0                  0
 43                   0                  0
  1                   0                  0
 10                   0                  0
 12                   0                  0
 41                   0                  0
 18                   0                  0
 26                   0                  0
 15                   0                  0
 28                   0                  0

======================================== [2] 2025-12-05 10:21:52
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   3                  3
 44                   2                  2
 27                   1                  1
 20                   2                  2
 16                   2                  2
 13                   2                  2
 39                   1                  1
 30                   4                  4
  9                   1                  1
 38                   4                  4
 33                   2                  2
 25                   3                  3
 24                   4                  4
 22                   1                  1
 21                   2                  2
 42                   1                  1
 40                   3                  3
 11                   3                  3
  6                   0                  0
 35                   2                  2
 32                   2                  2
  3                   0                  0
 29                   1                  1
  0                   0                  0
 23                   3                  3
  7                   0                  0
 17                   2                  2
  4                   0                  0
 37                   3                  3
  8                   0                  0
  5                   0                  0
 34                   2                  2
  2                   0                  0
 31                   3                  3
 19                   4                  4
 14                   2                  2
 43                   3                  3
  1                   0                  0
 10                   4                  4
 12                   4                  4
 41                   3                  3
 18                   1                  1
 26                   1                  1
 15                   2                  2
 28                   3                  3

======================================== [3] 2025-12-05 10:21:59
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   2                  2
 44                   2                  2
 27                   1                  1
 20                   3                  3
 16                   3                  3
 13                   1                  1
 39                   2                  2
 30                   1                  1
  9                   2                  2
 38                   3                  3
 33                   1                  1
 25                   2                  2
 24                   4                  4
 22                   3                  3
 21                   2                  2
 42                   2                  2
 40                   1                  1
 11                   2                  2
  6                   0                  0
 35                   4                  4
 32                   2                  2
  3                   0                  0
 29                   2                  2
  0                   0                  0
 23                   4                  4
  7                   0                  0
 17                   2                  2
  4                   0                  0
 37                   3                  3
  8                   0                  0
  5                   0                  0
 34                   2                  2
  2                   0                  0
 31                   4                  4
 19                   2                  2
 14                   4                  4
 43                   2                  2
  1                   0                  0
 10                   1                  1
 12                   3                  3
 41                   4                  4
 18                   1                  1
 26                   2                  2
 15                   2                  2
 28                   1                  1

======================================== [4] 2025-12-05 10:22:06
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   1                  1
 44                   4                  4
 27                   2                  2
 20                   1                  1
 16                   1                  1
 13                   1                  1
 39                   2                  2
 30                   2                  2
  9                   2                  2
 38                   2                  2
 33                   1                  1
 25                   4                  4
 24                   2                  2
 22                   2                  2
 21                   2                  2
 42                   2                  2
 40                   1                  1
 11                   2                  2
  6                   0                  0
 35                   4                  4
 32                   2                  2
  3                   0                  0
 29                   2                  2
  0                   0                  0
 23                   4                  4
  7                   0                  0
 17                   2                  2
  4                   0                  0
 37                   2                  2
  8                   0                  0
  5                   0                  0
 34                   2                  2
  2                   0                  0
 31                   2                  2
 19                   1                  1
 14                   2                  2
 43                   3                  3
  1                   0                  0
 10                   3                  3
 12                   2                  2
 41                   2                  2
 18                   2                  2
 26                   3                  3
 15                   2                  2
 28                   1                  1

======================================== [5] 2025-12-05 10:22:13
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   2                  2
 44                   3                  3
 27                   1                  1
 20                   4                  4
 16                   1                  1
 13                   1                  1
 39                   1                  1
 30                   2                  2
  9                   1                  1
 38                   3                  3
 33                   1                  1
 25                   3                  3
 24                   2                  2
 22                   1                  1
 21                   2                  2
 42                   3                  3
 40                   2                  2
 11                   1                  1
  6                   0                  0
 35                   2                  2
 32                   1                  1
  3                   0                  0
 29                   2                  2
  0                   0                  0
 23                   2                  2
  7                   0                  0
 17                   2                  2
  4                   0                  0
 37                   2                  2
  8                   0                  0
  5                   0                  0
 34                   2                  2
  2                   0                  0
 31                   3                  3
 19                   2                  2
 14                   3                  3
 43                   2                  2
  1                   0                  0
 10                   2                  2
 12                   2                  2
 41                   2                  2
 18                   2                  2
 26                   2                  2
 15                   2                  2
 28                   2                  2

======================================== [6] 2025-12-05 10:22:20
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   2                  2
 44                   2                  2
 27                   1                  1
 20                   2                  2
 16                   1                  1
 13                   1                  1
 39                   2                  2
 30                   3                  3
  9                   2                  2
 38                   2                  2
 33                   1                  1
 25                   3                  3
 24                   3                  3
 22                   1                  1
 21                   3                  3
 42                   2                  2
 40                   2                  2
 11                   2                  2
  6                   0                  0
 35                   3                  3
 32                   3                  3
  3                   0                  0
 29                   3                  3
  0                   0                  0
 23                   2                  2
  7                   0                  0
 17                   1                  1
  4                   0                  0
 37                   2                  2
  8                   0                  0
  5                   0                  0
 34                   3                  3
  2                   0                  0
 31                   1                  1
 19                   3                  3
 14                   3                  3
 43                   2                  2
  1                   0                  0
 10                   2                  2
 12                   2                  2
 41                   3                  3
 18                   1                  1
 26                   2                  2
 15                   2                  2
 28                   1                  1

======================================== [7] 2025-12-05 10:22:28
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   1                  1
 44                   2                  2
 27                   1                  1
 20                   3                  3
 16                   2                  2
 13                   2                  2
 39                   1                  1
 30                   1                  1
  9                   2                  2
 38                   3                  3
 33                   2                  2
 25                   1                  1
 24                   3                  3
 22                   1                  1
 21                   2                  2
 42                   1                  1
 40                   2                  2
 11                   2                  2
  6                   0                  0
 35                   2                  2
 32                   1                  1
  3                   0                  0
 29                   3                  3
  0                   0                  0
 23                   2                  2
  7                   0                  0
 17                   1                  1
  4                   0                  0
 37                   3                  3
  8                   0                  0
  5                   0                  0
 34                   3                  3
  2                   0                  0
 31                   2                  2
 19                   3                  3
 14                   2                  2
 43                   2                  2
  1                   0                  0
 10                   2                  2
 12                   2                  2
 41                   1                  1
 18                   2                  2
 26                   4                  4
 15                   2                  2
 28                   3                  3

======================================== [8] 2025-12-05 10:22:35
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   1                  1
 44                   1                  1
 27                   1                  1
 20                   3                  3
 16                   2                  2
 13                   1                  1
 39                   1                  1
 30                   2                  2
  9                   2                  2
 38                   2                  2
 33                   2                  2
 25                   2                  2
 24                   2                  2
 22                   1                  1
 21                   1                  1
 42                   3                  3
 40                   2                  2
 11                   2                  2
  6                   0                  0
 35                   2                  2
 32                   2                  2
  3                   0                  0
 29                   2                  2
  0                   0                  0
 23                   2                  2
  7                   0                  0
 17                   2                  2
  4                   0                  0
 37                   2                  2
  8                   0                  0
  5                   0                  0
 34                   2                  2
  2                   0                  0
 31                   3                  3
 19                   1                  1
 14                   2                  2
 43                   3                  3
  1                   0                  0
 10                   2                  2
 12                   2                  2
 41                   2                  2
 18                   3                  3
 26                   4                  4
 15                   2                  2
 28                   3                  3

======================================== [9] 2025-12-05 10:22:42
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   1                  1
 44                   1                  1
 27                   1                  1
 20                   2                  2
 16                   1                  1
 13                   1                  1
 39                   1                  1
 30                   2                  2
  9                   1                  1
 38                   3                  3
 33                   1                  1
 25                   2                  2
 24                   3                  3
 22                   1                  1
 21                   2                  2
 42                   2                  2
 40                   2                  2
 11                   2                  2
  6                   0                  0
 35                   2                  2
 32                   2                  2
  3                   0                  0
 29                   2                  2
  0                   0                  0
 23                   2                  2
  7                   0                  0
 17                   2                  2
  4                   0                  0
 37                   3                  3
  8                   0                  0
  5                   0                  0
 34                   2                  2
  2                   0                  0
 31                   2                  2
 19                   2                  2
 14                   2                  2
 43                   2                  2
  1                   0                  0
 10                   2                  2
 12                   4                  4
 41                   2                  2
 18                   2                  2
 26                   2                  2
 15                   2                  2
 28                   3                  3

======================================== [10] 2025-12-05 10:22:49
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 36                   2                  2
 44                   3                  3
 27                   1                  1
 20                   1                  1
 16                   1                  1
 13                   1                  1
 39                   2                  2
 30                   1                  1
  9                   1                  1
 38                   2                  2
 33                   1                  1
 25                   2                  2
 24                   2                  2
 22                   1                  1
