======================================== [1] 2025-12-04 16:48:43
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   0                  0
 34                   0                  0
 19                   0                  0
 15                   0                  0
 12                   0                  0
 44                   0                  0
 28                   0                  0
 25                   0                  0
 22                   0                  0
  9                   0                  0
 43                   0                  0
 37                   0                  0
 31                   0                  0
 27                   0                  0
 16                   0                  0
 13                   0                  0
 23                   0                  0
 42                   0                  0
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   0                  0
 17                   0                  0
  1                   0                  0
 30                   0                  0
 14                   0                  0
 11                   0                  0
 40                   0                  0
  8                   0                  0
 20                   0                  0
  7                   0                  0
 36                   0                  0
  5                   0                  0
  2                   0                  0
 26                   0                  0
 29                   0                  0
  0                   0                  0
 32                   0                  0
  3                   0                  0
 38                   0                  0
 39                   0                  0
 10                   0                  0
 18                   0                  0
 21                   0                  0
 24                   0                  0

======================================== [2] 2025-12-04 16:48:49
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   3                  3
 34                   2                  2
 19                   3                  3
 15                   2                  2
 12                   3                  3
 44                   1                  1
 28                   2                  2
 25                  11                 11
 22                   3                  3
  9                   3                  3
 43                   2                  2
 37                   3                  3
 31                   3                  3
 27                   2                  2
 16                   3                  3
 13                   2                  2
 23                   2                  2
 42                   1                  1
 35                   2                  2
  6                   0                  0
  4                   0                  0
 33                   1                  1
 17                   2                  2
  1                   0                  0
 30                   1                  1
 14                  12                 12
 11                   3                  3
 40                   0                  0
  8                   0                  0
 20                   3                  3
  7                   0                  0
 36                   1                  1
  5                   0                  0
  2                   0                  0
 26                   2                  2
 29                   2                  2
  0                   0                  0
 32                   2                  2
  3                   0                  0
 38                   3                  3
 39                   2                  2
 10                   2                  2
 18                   2                  2
 21                   0                  0
 24                   9                  9

======================================== [3] 2025-12-04 16:48:56
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   7                  7
 34                   3                  3
 19                   6                  6
 15                   2                  2
 12                   3                  3
 44                   2                  2
 28                   7                  7
 25                   4                  4
 22                   4                  4
  9                   4                  4
 43                   4                  4
 37                   7                  7
 31                   3                  3
 27                   2                  2
 16                   6                  6
 13                   2                  2
 23                   2                  2
 42                   6                  6
 35                   3                  3
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   4                  4
  1                   0                  0
 30                   2                  2
 14                   4                  4
 11                   4                  4
 40                   5                  5
  8                   0                  0
 20                   3                  3
  7                   0                  0
 36                   6                  6
  5                   0                  0
  2                   0                  0
 26                   3                  3
 29                   3                  3
  0                   0                  0
 32                   3                  3
  3                   0                  0
 38                   5                  5
 39                   4                  4
 10                   2                  2
 18                   3                  3
 21                   2                  2
 24                   3                  3

======================================== [4] 2025-12-04 16:49:04
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   5                  5
 34                   3                  3
 19                   5                  5
 15                   3                  3
 12                   2                  2
 44                   3                  3
 28                   2                  2
 25                   3                  3
 22                   2                  2
  9                   2                  2
 43                   5                  5
 37                   6                  6
 31                   3                  3
 27                   2                  2
 16                   2                  2
 13                   6                  6
 23                   3                  3
 42                   7                  7
 35                   3                  3
  6                   0                  0
  4                   0                  0
 33                   3                  3
 17                   4                  4
  1                   0                  0
 30                   5                  5
 14                   2                  2
 11                   2                  2
 40                   3                  3
  8                   0                  0
 20                   4                  4
  7                   0                  0
 36                   5                  5
  5                   0                  0
  2                   0                  0
 26                   4                  4
 29                   3                  3
  0                   0                  0
 32                   2                  2
  3                   0                  0
 38                   7                  7
 39                   2                  2
 10                   4                  4
 18                   3                  3
 21                   1                  1
 24                   2                  2

======================================== [5] 2025-12-04 16:49:11
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   3                  3
 34                   2                  2
 19                   3                  3
 15                   3                  3
 12                   2                  2
 44                   3                  3
 28                   3                  3
 25                   3                  3
 22                   3                  3
  9                   2                  2
 43                   2                  2
 37                   3                  3
 31                   2                  2
 27                   2                  2
 16                   3                  3
 13                   4                  4
 23                   3                  3
 42                   8                  8
 35                   4                  4
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   3                  3
  1                   0                  0
 30                   2                  2
 14                   3                  3
 11                   2                  2
 40                   2                  2
  8                   0                  0
 20                   3                  3
  7                   0                  0
 36                   2                  2
  5                   0                  0
  2                   0                  0
 26                   3                  3
 29                   4                  4
  0                   0                  0
 32                   2                  2
  3                   0                  0
 38                   3                  3
 39                   4                  4
 10                   2                  2
 18                   2                  2
 21                   2                  2
 24                   2                  2

======================================== [6] 2025-12-04 16:49:18
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   3                  3
 34                   3                  3
 19                   3                  3
 15                   2                  2
 12                   3                  3
 44                   2                  2
 28                   3                  3
 25                   3                  3
 22                   2                  2
  9                   2                  2
 43                   2                  2
 37                   3                  3
 31                   3                  3
 27                   2                  2
 16                   3                  3
 13                   2                  2
 23                   3                  3
 42                   3                  3
 35                   3                  3
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   3                  3
  1                   0                  0
 30                   3                  3
 14                   2                  2
 11                   3                  3
 40                   4                  4
  8                   0                  0
 20                   2                  2
  7                   0                  0
 36                   2                  2
  5                   0                  0
  2                   0                  0
 26                   2                  2
 29                   3                  3
  0                   0                  0
 32                   3                  3
  3                   0                  0
 38                   3                  3
 39                   3                  3
 10                   2                  2
 18                   2                  2
 21                   2                  2
 24                   2                  2

======================================== [7] 2025-12-04 16:49:25
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   2                  2
 34                   3                  3
 19                   3                  3
 15                   3                  3
 12                   3                  3
 44                   2                  2
 28                   3                  3
 25                   2                  2
 22                   2                  2
  9                   2                  2
 43                   3                  3
 37                   2                  2
 31                   3                  3
 27                   2                  2
 16                   2                  2
 13                   2                  2
 23                   3                  3
 42                   3                  3
 35                   3                  3
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   3                  3
  1                   0                  0
 30                   2                  2
 14                   4                  4
 11                   3                  3
 40                   3                  3
  8                   0                  0
 20                   3                  3
  7                   0                  0
 36                   2                  2
  5                   0                  0
  2                   0                  0
 26                   3                  3
 29                   3                  3
  0                   0                  0
 32                   2                  2
  3                   0                  0
 38                   3                  3
 39                   4                  4
 10                   4                  4
 18                   3                  3
 21                   2                  2
 24                   2                  2

======================================== [8] 2025-12-04 16:49:32
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   2                  2
 34                   3                  3
 19                   3                  3
 15                   3                  3
 12                   3                  3
 44                   3                  3
 28                   2                  2
 25                   3                  3
 22                   2                  2
  9                   3                  3
 43                   4                  4
 37                   2                  2
 31                   3                  3
 27                   2                  2
 16                   2                  2
 13                   2                  2
 23                   2                  2
 42                   3                  3
 35                   2                  2
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   3                  3
  1                   0                  0
 30                   3                  3
 14                   2                  2
 11                   2                  2
 40                   3                  3
  8                   0                  0
 20                   3                  3
  7                   0                  0
 36                   2                  2
  5                   0                  0
  2                   0                  0
 26                   3                  3
 29                   2                  2
  0                   0                  0
 32                   2                  2
  3                   0                  0
 38                   3                  3
 39                   4                  4
 10                   4                  4
 18                   2                  2
 21                   2                  2
 24                   2                  2

======================================== [9] 2025-12-04 16:49:39
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   2                  2
 34                   4                  4
 19                   3                  3
 15                   2                  2
 12                   2                  2
 44                   2                  2
 28                   2                  2
 25                   2                  2
 22                   3                  3
  9                   2                  2
 43                   3                  3
 37                   3                  3
 31                   3                  3
 27                   2                  2
 16                   2                  2
 13                   2                  2
 23                   4                  4
 42                   3                  3
 35                   2                  2
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   3                  3
  1                   0                  0
 30                   3                  3
 14                   2                  2
 11                   3                  3
 40                   3                  3
  8                   0                  0
 20                   4                  4
  7                   0                  0
 36                   2                  2
  5                   0                  0
  2                   0                  0
 26                   2                  2
 29                   3                  3
  0                   0                  0
 32                   3                  3
  3                   0                  0
 38                   2                  2
 39                   2                  2
 10                   3                  3
 18                   2                  2
 21                   2                  2
 24                   2                  2

======================================== [10] 2025-12-04 16:49:47
