Linux 6.8.0-88-generic (dc1-stor40) 	12/04/25 	_x86_64_	(72 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.27    0.00    0.43    0.33    0.00   97.96

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
dm-0             0.00      0.07     0.00   0.00    0.15    46.75    0.02      0.12     0.00   0.00    0.03     4.78    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
dm-1             0.00      0.07     0.00   0.00    0.12    42.90    0.02      0.12     0.00   0.00    0.02     4.79    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
dm-10            0.01      7.56     0.00   0.00    0.58   919.40    4.89     20.34     0.00   0.00    0.03     4.16    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.01
dm-11            0.83      5.25     0.00   0.00   14.92     6.36    1.83     18.49     0.00   0.00   13.34    10.11    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.04   0.95
dm-12            0.01      3.49     0.00   0.00    0.44   429.25    5.13     21.31     0.00   0.00    0.03     4.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.01
dm-13            0.71      4.53     0.00   0.00   14.20     6.36    1.63     16.64     0.00   0.00   12.00    10.18    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.03   0.80
dm-14            0.01      2.56     0.00   0.00    0.52   360.82    4.65     19.32     0.00   0.00    0.03     4.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.01
dm-15            0.60      3.80     0.00   0.00   13.90     6.36    1.67     16.81     0.00   0.00   12.13    10.08    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.03   0.69
dm-16            0.01      2.62     0.00   0.00    0.53   360.23    4.61     19.16     0.00   0.00    0.03     4.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.01
dm-17            1.09      6.48     0.00   0.00   15.56     5.93    1.82     18.52     0.00   0.00   14.04    10.17    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.04   1.19
dm-18            0.01      3.43     0.00   0.00    0.42   414.55    4.97     20.61     0.00   0.00    0.03     4.15    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.01
dm-19            0.71      4.42     0.00   0.00   14.56     6.20    1.67     16.73     0.00   0.00   12.58    10.02    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.03   0.83
dm-2             0.00      0.07     0.00   0.00    0.15    44.11    0.03      0.12     0.00   0.00    0.03     4.75    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
dm-20            0.01      2.69     0.00   0.00    0.47   371.59    4.86     20.19     0.00   0.00    0.03     4.16    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.01
dm-21            0.76      4.91     0.00   0.00   14.74     6.47    1.75     17.65     0.00   0.00   12.40    10.06    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.03   0.88
