======================================== [1] 2025-12-03 18:44:23
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   0                  0
 34                   0                  0
 19                   0                  0
 15                   0                  0
 12                   0                  0
 44                   0                  0
 28                   0                  0
 25                   0                  0
 22                   0                  0
  9                   0                  0
 43                   0                  0
 37                   0                  0
 31                   0                  0
 27                   0                  0
 16                   0                  0
 13                   0                  0
 23                   0                  0
 42                   0                  0
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   0                  0
 17                   0                  0
  1                   0                  0
 30                   0                  0
 14                   0                  0
 11                   0                  0
 40                   0                  0
  8                   0                  0
 20                   0                  0
  7                   0                  0
 36                   0                  0
  5                   0                  0
  2                   0                  0
 26                   0                  0
 29                   0                  0
  0                   0                  0
 32                   0                  0
  3                   0                  0
 38                   0                  0
 39                   0                  0
 10                   0                  0
 18                   0                  0
 21                   0                  0
 24                   0                  0

======================================== [2] 2025-12-03 18:44:30
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  12                 12
 34                  28                 28
 19                   7                  7
 15                  25                 25
 12                  53                 53
 44                  15                 15
 28                   2                  2
 25                  43                 43
 22                  17                 17
  9                  52                 52
 43                   6                  6
 37                   8                  8
 31                  41                 41
 27                   1                  1
 16                  63                 63
 13                  35                 35
 23                  44                 44
 42                   2                  2
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                   2                  2
  1                   0                  0
 30                   0                  0
 14                   1                  1
 11                  45                 45
 40                   9                  9
  8                   0                  0
 20                  11                 11
  7                   0                  0
 36                  17                 17
  5                   0                  0
  2                   0                  0
 26                  26                 26
 29                  24                 24
  0                   0                  0
 32                  45                 45
  3                   0                  0
 38                   2                  2
 39                  17                 17
 10                  33                 33
 18                   9                  9
 21                  51                 51
 24                   3                  3

======================================== [3] 2025-12-03 18:44:37
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  25                 25
 34                  26                 26
 19                  11                 11
 15                  45                 45
 12                  31                 31
 44                   9                  9
 28                  19                 19
 25                  50                 50
 22                  18                 18
  9                   8                  8
 43                  35                 35
 37                  34                 34
 31                  34                 34
 27                  31                 31
 16                  34                 34
 13                  10                 10
 23                  62                 62
 42                   4                  4
 35                  18                 18
  6                   0                  0
  4                   0                  0
 33                  15                 15
 17                  35                 35
  1                   0                  0
 30                   8                  8
 14                  52                 52
 11                  19                 19
 40                  27                 27
  8                   0                  0
 20                  44                 44
  7                   0                  0
 36                  34                 34
  5                   0                  0
  2                   0                  0
 26                  27                 27
 29                  17                 17
  0                   0                  0
 32                  27                 27
  3                   0                  0
 38                  32                 32
 39                   6                  6
 10                   5                  5
 18                  54                 54
 21                  50                 50
 24                  45                 45

======================================== [4] 2025-12-03 18:44:44
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  28                 28
 34                  48                 48
 19                  52                 52
 15                  34                 34
 12                  19                 19
 44                  20                 20
 28                   9                  9
 25                  22                 22
 22                  36                 36
  9                   8                  8
 43                   5                  5
 37                  12                 12
 31                  22                 22
 27                  46                 46
 16                  26                 26
 13                   4                  4
 23                  33                 33
 42                  12                 12
 35                  28                 28
  6                   0                  0
  4                   0                  0
 33                  23                 23
 17                  43                 43
  1                   0                  0
 30                  28                 28
 14                  31                 31
 11                  24                 24
 40                  38                 38
  8                   0                  0
 20                  23                 23
  7                   0                  0
 36                   9                  9
  5                   0                  0
  2                   0                  0
 26                  13                 13
 29                   5                  5
  0                   0                  0
 32                  25                 25
  3                   0                  0
 38                  53                 53
 39                  32                 32
 10                  14                 14
 18                  50                 50
 21                  25                 25
 24                  45                 45

======================================== [5] 2025-12-03 18:44:51
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   3                  3
 34                  36                 36
 19                  26                 26
 15                  23                 23
 12                  10                 10
 44                  37                 37
 28                  16                 16
 25                  18                 18
 22                  12                 12
  9                  12                 12
 43                  12                 12
 37                  15                 15
 31                  31                 31
 27                  44                 44
 16                   9                  9
 13                  42                 42
 23                  29                 29
 42                  24                 24
 35                  27                 27
  6                   0                  0
  4                   0                  0
 33                  24                 24
 17                  18                 18
  1                   0                  0
 30                  33                 33
 14                   6                  6
 11                  30                 30
 40                  33                 33
  8                   0                  0
 20                  15                 15
  7                   0                  0
 36                  13                 13
  5                   0                  0
  2                   0                  0
 26                  28                 28
 29                   2                  2
  0                   0                  0
 32                   5                  5
  3                   0                  0
 38                  22                 22
 39                  10                 10
 10                  18                 18
 18                  29                 29
 21                  33                 33
 24                  20                 20

======================================== [6] 2025-12-03 18:44:57
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   3                  3
 34                  27                 27
 19                  30                 30
 15                  23                 23
 12                  12                 12
 44                  50                 50
 28                  17                 17
 25                   8                  8
 22                  19                 19
  9                  31                 31
 43                  14                 14
 37                  15                 15
 31                  23                 23
 27                  19                 19
 16                  26                 26
 13                  17                 17
 23                  22                 22
 42                  41                 41
 35                  40                 40
  6                   0                  0
  4                   0                  0
 33                   7                  7
 17                   7                  7
  1                   0                  0
 30                  32                 32
 14                  11                 11
 11                  52                 52
 40                  22                 22
  8                   0                  0
 20                  21                 21
  7                   0                  0
 36                  27                 27
  5                   0                  0
  2                   0                  0
 26                  47                 47
 29                   3                  3
  0                   0                  0
 32                  35                 35
  3                   0                  0
 38                  27                 27
 39                  14                 14
 10                  19                 19
 18                  20                 20
 21                  23                 23
 24                  57                 57

======================================== [7] 2025-12-03 18:45:05
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   5                  5
 34                  20                 20
 19                   9                  9
 15                   6                  6
 12                   9                  9
 44                  18                 18
 28                  36                 36
 25                   7                  7
 22                  43                 43
  9                  23                 23
 43                  50                 50
 37                  20                 20
 31                  23                 23
 27                  37                 37
 16                  39                 39
 13                   5                  5
 23                  26                 26
 42                  35                 35
 35                  20                 20
  6                   0                  0
  4                   0                  0
 33                  30                 30
 17                   4                  4
  1                   0                  0
 30                   9                  9
 14                  12                 12
 11                   7                  7
 40                  27                 27
  8                   0                  0
 20                  37                 37
  7                   0                  0
 36                  17                 17
  5                   0                  0
  2                   0                  0
 26                  35                 35
 29                  16                 16
  0                   0                  0
 32                  32                 32
  3                   0                  0
 38                  15                 15
 39                  22                 22
 10                  37                 37
 18                   8                  8
 21                  21                 21
 24                  19                 19

======================================== [8] 2025-12-03 18:45:11
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  35                 35
 34                  18                 18
 19                  31                 31
 15                  15                 15
 12                  17                 17
 44                  14                 14
 28                  13                 13
 25                  11                 11
 22                  36                 36
  9                   5                  5
 43                  24                 24
 37                  14                 14
 31                  17                 17
 27                  34                 34
 16                  60                 60
 13                  19                 19
 23                   4                  4
 42                   6                  6
 35                   6                  6
  6                   0                  0
  4                   0                  0
 33                  42                 42
 17                  16                 16
  1                   0                  0
 30                  12                 12
 14                  14                 14
 11                  23                 23
 40                  39                 39
  8                   0                  0
 20                  21                 21
  7                   0                  0
 36                  24                 24
  5                   0                  0
  2                   0                  0
 26                  43                 43
 29                  16                 16
  0                   0                  0
 32                  11                 11
  3                   0                  0
 38                  19                 19
 39                  39                 39
 10                  30                 30
 18                  25                 25
 21                  29                 29
 24                  37                 37

======================================== [9] 2025-12-03 18:45:18
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   2                  2
 34                  26                 26
 19                  13                 13
 15                  24                 24
 12                  13                 13
 44                  16                 16
 28                  37                 37
 25                  40                 40
 22                  22                 22
  9                  25                 25
 43                  37                 37
 37                  31                 31
 31                  40                 40
 27                  18                 18
 16                   5                  5
 13                   9                  9
 23                  11                 11
 42                  47                 47
 35                  17                 17
  6                   0                  0
  4                   0                  0
 33                  25                 25
 17                  25                 25
  1                   0                  0
 30                  24                 24
 14                  25                 25
 11                  44                 44
 40                  13                 13
  8                   0                  0
 20                  21                 21
  7                   0                  0
 36                  23                 23
  5                   0                  0
  2                   0                  0
 26                  13                 13
 29                  32                 32
  0                   0                  0
 32                  30                 30
  3                   0                  0
 38                  16                 16
 39                   4                  4
 10                  16                 16
 18                  32                 32
 21                  36                 36
 24                  22                 22

======================================== [10] 2025-12-03 18:45:25
