======================================== [1] 2025-12-03 14:49:22
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   0                  0
 34                   0                  0
 19                   0                  0
 15                   0                  0
 12                   0                  0
 44                   0                  0
 28                   0                  0
 25                   0                  0
 22                   0                  0
  9                   0                  0
 43                   0                  0
 37                   0                  0
 31                   0                  0
 27                   0                  0
 16                   0                  0
 13                   0                  0
 23                   0                  0
 42                   0                  0
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   0                  0
 17                   0                  0
  1                   0                  0
 30                   0                  0
 14                   0                  0
 11                   0                  0
 40                   0                  0
  8                   0                  0
 20                   0                  0
  7                   0                  0
 36                   0                  0
  5                   0                  0
  2                   0                  0
 26                   0                  0
 29                   0                  0
  0                   0                  0
 32                   0                  0
  3                   0                  0
 38                   0                  0
 39                   0                  0
 10                   0                  0
 18                   0                  0
 21                   0                  0
 24                   0                  0

======================================== [2] 2025-12-03 14:49:29
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   1                  1
 34                  53                 53
 19                   4                  4
 15                  32                 32
 12                   1                  1
 44                   1                  1
 28                   0                  0
 25                   0                  0
 22                   3                  3
  9                   3                  3
 43                   9                  9
 37                   4                  4
 31                  38                 38
 27                  57                 57
 16                   8                  8
 13                  22                 22
 23                  27                 27
 42                   2                  2
 35                  31                 31
  6                   0                  0
  4                   0                  0
 33                   2                  2
 17                  71                 71
  1                   0                  0
 30                  17                 17
 14                   4                  4
 11                  18                 18
 40                   0                  0
  8                   0                  0
 20                   2                  2
  7                   0                  0
 36                  16                 16
  5                   0                  0
  2                   0                  0
 26                  40                 40
 29                  21                 21
  0                   0                  0
 32                  37                 37
  3                   0                  0
 38                   3                  3
 39                  26                 26
 10                   3                  3
 18                  25                 25
 21                   0                  0
 24                   5                  5

======================================== [3] 2025-12-03 14:49:36
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  34                 34
 34                  11                 11
 19                  31                 31
 15                  57                 57
 12                  14                 14
 44                  58                 58
 28                  17                 17
 25                  28                 28
 22                  35                 35
  9                  11                 11
 43                  21                 21
 37                  31                 31
 31                  34                 34
 27                  24                 24
 16                  18                 18
 13                  23                 23
 23                  28                 28
 42                  33                 33
 35                   3                  3
  6                   0                  0
  4                   0                  0
 33                  42                 42
 17                  38                 38
  1                   0                  0
 30                  11                 11
 14                   7                  7
 11                  55                 55
 40                  45                 45
  8                   0                  0
 20                   5                  5
  7                   0                  0
 36                  32                 32
  5                   0                  0
  2                   0                  0
 26                   8                  8
 29                  38                 38
  0                   0                  0
 32                  19                 19
  3                   0                  0
 38                  15                 15
 39                  12                 12
 10                  29                 29
 18                  31                 31
 21                  17                 17
 24                  19                 19

======================================== [4] 2025-12-03 14:49:43
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  11                 11
 34                  12                 12
 19                  49                 49
 15                  32                 32
 12                  30                 30
 44                  23                 23
 28                  19                 19
 25                  15                 15
 22                  48                 48
  9                  32                 32
 43                  27                 27
 37                  27                 27
 31                  24                 24
 27                  46                 46
 16                  32                 32
 13                  37                 37
 23                  46                 46
 42                  12                 12
 35                  12                 12
  6                   0                  0
  4                   0                  0
 33                  28                 28
 17                   9                  9
  1                   0                  0
 30                  12                 12
 14                  20                 20
 11                  13                 13
 40                  37                 37
  8                   0                  0
 20                  23                 23
  7                   0                  0
 36                  22                 22
  5                   0                  0
  2                   0                  0
 26                  39                 39
 29                  40                 40
  0                   0                  0
 32                  22                 22
  3                   0                  0
 38                  12                 12
 39                  31                 31
 10                   1                  1
 18                  34                 34
 21                  77                 77
 24                  16                 16

======================================== [5] 2025-12-03 14:49:50
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  35                 35
 34                  10                 10
 19                  24                 24
 15                  36                 36
 12                  40                 40
 44                  26                 26
 28                  19                 19
 25                  23                 23
 22                  27                 27
  9                  53                 53
 43                  55                 55
 37                  35                 35
 31                  29                 29
 27                  15                 15
 16                   8                  8
 13                  16                 16
 23                  37                 37
 42                  21                 21
 35                   5                  5
  6                   0                  0
  4                   0                  0
 33                  24                 24
 17                  29                 29
  1                   0                  0
 30                  10                 10
 14                  38                 38
 11                  24                 24
 40                  37                 37
  8                   0                  0
 20                  40                 40
  7                   0                  0
 36                  12                 12
  5                   0                  0
  2                   0                  0
 26                  24                 24
 29                  25                 25
  0                   0                  0
 32                   7                  7
  3                   0                  0
 38                  25                 25
 39                  19                 19
 10                  23                 23
 18                   6                  6
 21                  17                 17
 24                  12                 12

======================================== [6] 2025-12-03 14:49:56
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  13                 13
 34                  27                 27
 19                  28                 28
 15                  29                 29
 12                  18                 18
 44                  59                 59
 28                  33                 33
 25                  24                 24
 22                  26                 26
  9                   7                  7
 43                  19                 19
 37                  26                 26
 31                  35                 35
 27                  34                 34
 16                  37                 37
 13                  18                 18
 23                  44                 44
 42                  32                 32
 35                   8                  8
  6                   0                  0
  4                   0                  0
 33                  18                 18
 17                  30                 30
  1                   0                  0
 30                  15                 15
 14                  34                 34
 11                  15                 15
 40                  35                 35
  8                   0                  0
 20                   7                  7
  7                   0                  0
 36                  16                 16
  5                   0                  0
  2                   0                  0
 26                  21                 21
 29                  21                 21
  0                   0                  0
 32                  28                 28
  3                   0                  0
 38                  47                 47
 39                  29                 29
 10                  22                 22
 18                  30                 30
 21                  18                 18
 24                  32                 32

======================================== [7] 2025-12-03 14:50:04
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  43                 43
 34                   8                  8
 19                   9                  9
 15                  22                 22
 12                  25                 25
 44                  43                 43
 28                  37                 37
 25                  28                 28
 22                  31                 31
  9                  23                 23
 43                  27                 27
 37                  37                 37
 31                  11                 11
 27                  37                 37
 16                  34                 34
 13                  24                 24
 23                  30                 30
 42                  15                 15
 35                  41                 41
  6                   0                  0
  4                   0                  0
 33                   3                  3
 17                  26                 26
  1                   0                  0
 30                   9                  9
 14                  33                 33
 11                  24                 24
 40                  16                 16
  8                   0                  0
 20                   2                  2
  7                   0                  0
 36                  36                 36
  5                   0                  0
  2                   0                  0
 26                  43                 43
 29                  25                 25
  0                   0                  0
 32                  19                 19
  3                   0                  0
 38                  49                 49
 39                  29                 29
 10                  30                 30
 18                  27                 27
 21                  36                 36
 24                  13                 13

======================================== [8] 2025-12-03 14:50:10
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  25                 25
 34                   9                  9
 19                  32                 32
 15                  11                 11
 12                  22                 22
 44                  18                 18
 28                  42                 42
 25                   4                  4
 22                  35                 35
  9                  19                 19
 43                  59                 59
 37                  15                 15
 31                  38                 38
 27                  36                 36
 16                  37                 37
 13                  44                 44
 23                  22                 22
 42                   8                  8
 35                  19                 19
  6                   0                  0
  4                   0                  0
 33                  19                 19
 17                  18                 18
  1                   0                  0
 30                  19                 19
 14                  25                 25
 11                   7                  7
 40                  31                 31
  8                   0                  0
 20                  17                 17
  7                   0                  0
 36                  17                 17
  5                   0                  0
  2                   0                  0
 26                  32                 32
 29                  43                 43
  0                   0                  0
 32                  44                 44
  3                   0                  0
 38                   6                  6
 39                  16                 16
 10                   2                  2
 18                  29                 29
 21                  43                 43
 24                  16                 16

======================================== [9] 2025-12-03 14:50:17
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  30                 30
 34                  17                 17
 19                  19                 19
 15                   9                  9
 12                  10                 10
 44                  44                 44
 28                  28                 28
 25                  33                 33
 22                  23                 23
  9                  34                 34
 43                  32                 32
 37                  37                 37
 31                  15                 15
 27                  24                 24
 16                  21                 21
 13                  45                 45
 23                  19                 19
 42                  30                 30
 35                  13                 13
  6                   0                  0
  4                   0                  0
 33                  13                 13
 17                  41                 41
  1                   0                  0
 30                  22                 22
 14                  17                 17
 11                  34                 34
 40                   8                  8
  8                   0                  0
 20                  12                 12
  7                   0                  0
 36                  17                 17
  5                   0                  0
  2                   0                  0
 26                  34                 34
 29                   8                  8
  0                   0                  0
 32                  33                 33
  3                   0                  0
 38                  30                 30
 39                  65                 65
 10                  28                 28
 18                   8                  8
 21                  47                 47
 24                  10                 10

======================================== [10] 2025-12-03 14:50:24
