======================================== [1] 2025-12-03 13:36:10
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   0                  0
 34                   0                  0
 19                   0                  0
 15                   0                  0
 12                   0                  0
 44                   0                  0
 28                   0                  0
 25                   0                  0
 22                   0                  0
  9                   0                  0
 43                   0                  0
 37                   0                  0
 31                   0                  0
 27                   0                  0
 16                   0                  0
 13                   0                  0
 23                   0                  0
 42                   0                  0
 35                   0                  0
  6                   0                  0
  4                   0                  0
 33                   0                  0
 17                   0                  0
  1                   0                  0
 30                   0                  0
 14                   0                  0
 11                   0                  0
 40                   0                  0
  8                   0                  0
 20                   0                  0
  7                   0                  0
 36                   0                  0
  5                   0                  0
  2                   0                  0
 26                   0                  0
 29                   0                  0
  0                   0                  0
 32                   0                  0
  3                   0                  0
 38                   0                  0
 39                   0                  0
 10                   0                  0
 18                   0                  0
 21                   0                  0
 24                   0                  0

======================================== [2] 2025-12-03 13:36:16
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                   9                  9
 34                  33                 33
 19                   4                  4
 15                  31                 31
 12                  18                 18
 44                   3                  3
 28                  19                 19
 25                  23                 23
 22                  28                 28
  9                  28                 28
 43                   1                  1
 37                  53                 53
 31                  18                 18
 27                   0                  0
 16                  50                 50
 13                  19                 19
 23                  59                 59
 42                  17                 17
 35                  11                 11
  6                   0                  0
  4                   0                  0
 33                  46                 46
 17                  38                 38
  1                   0                  0
 30                   4                  4
 14                  28                 28
 11                  39                 39
 40                  18                 18
  8                   0                  0
 20                   2                  2
  7                   0                  0
 36                  24                 24
  5                   0                  0
  2                   0                  0
 26                  21                 21
 29                   3                  3
  0                   0                  0
 32                  15                 15
  3                   0                  0
 38                  10                 10
 39                  40                 40
 10                   0                  0
 18                  21                 21
 21                  46                 46
 24                  26                 26

======================================== [3] 2025-12-03 13:36:23
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  27                 27
 34                  31                 31
 19                  12                 12
 15                   8                  8
 12                  35                 35
 44                  21                 21
 28                  36                 36
 25                  21                 21
 22                  40                 40
  9                  43                 43
 43                  28                 28
 37                  17                 17
 31                  26                 26
 27                  30                 30
 16                  17                 17
 13                  37                 37
 23                  33                 33
 42                  37                 37
 35                  13                 13
  6                   0                  0
  4                   0                  0
 33                   9                  9
 17                  37                 37
  1                   0                  0
 30                  47                 47
 14                  90                 90
 11                  22                 22
 40                  21                 21
  8                   0                  0
 20                  11                 11
  7                   0                  0
 36                  17                 17
  5                   0                  0
  2                   0                  0
 26                  14                 14
 29                  26                 26
  0                   0                  0
 32                  13                 13
  3                   0                  0
 38                  19                 19
 39                  40                 40
 10                  30                 30
 18                  27                 27
 21                  24                 24
 24                  83                 83

======================================== [4] 2025-12-03 13:36:30
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  18                 18
 34                  14                 14
 19                  30                 30
 15                  26                 26
 12                  48                 48
 44                  18                 18
 28                  45                 45
 25                  21                 21
 22                  40                 40
  9                   1                  1
 43                  14                 14
 37                   7                  7
 31                  28                 28
 27                  29                 29
 16                  34                 34
 13                  20                 20
 23                  28                 28
 42                  33                 33
 35                  16                 16
  6                   0                  0
  4                   0                  0
 33                  26                 26
 17                  17                 17
  1                   0                  0
 30                  52                 52
 14                   4                  4
 11                  24                 24
 40                  28                 28
  8                   0                  0
 20                  41                 41
  7                   0                  0
 36                  22                 22
  5                   0                  0
  2                   0                  0
 26                  38                 38
 29                  63                 63
  0                   0                  0
 32                  19                 19
  3                   0                  0
 38                  13                 13
 39                  42                 42
 10                  29                 29
 18                  16                 16
 21                  10                 10
 24                   2                  2

======================================== [5] 2025-12-03 13:36:37
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  20                 20
 34                  33                 33
 19                  14                 14
 15                  38                 38
 12                  36                 36
 44                  18                 18
 28                   5                  5
 25                  32                 32
 22                  45                 45
  9                   9                  9
 43                  50                 50
 37                  31                 31
 31                  30                 30
 27                  30                 30
 16                  24                 24
 13                  29                 29
 23                   9                  9
 42                  11                 11
 35                   7                  7
  6                   0                  0
  4                   0                  0
 33                  14                 14
 17                  21                 21
  1                   0                  0
 30                  49                 49
 14                   6                  6
 11                  22                 22
 40                  12                 12
  8                   0                  0
 20                  20                 20
  7                   0                  0
 36                  60                 60
  5                   0                  0
  2                   0                  0
 26                  47                 47
 29                  36                 36
  0                   0                  0
 32                   5                  5
  3                   0                  0
 38                  36                 36
 39                  46                 46
 10                  22                 22
 18                  31                 31
 21                  14                 14
 24                  18                 18

======================================== [6] 2025-12-03 13:36:44
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  31                 31
 34                  18                 18
 19                  20                 20
 15                  15                 15
 12                  26                 26
 44                  20                 20
 28                  15                 15
 25                  47                 47
 22                  14                 14
  9                  25                 25
 43                  39                 39
 37                  20                 20
 31                  24                 24
 27                  35                 35
 16                  44                 44
 13                  18                 18
 23                  36                 36
 42                  28                 28
 35                  37                 37
  6                   0                  0
  4                   0                  0
 33                  27                 27
 17                   5                  5
  1                   0                  0
 30                  10                 10
 14                  22                 22
 11                  37                 37
 40                  17                 17
  8                   0                  0
 20                  18                 18
  7                   0                  0
 36                  38                 38
  5                   0                  0
  2                   0                  0
 26                   6                  6
 29                  20                 20
  0                   0                  0
 32                  43                 43
  3                   0                  0
 38                  32                 32
 39                  14                 14
 10                  33                 33
 18                  35                 35
 21                  36                 36
 24                  21                 21

======================================== [7] 2025-12-03 13:36:51
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  36                 36
 34                  31                 31
 19                  13                 13
 15                  10                 10
 12                  35                 35
 44                  42                 42
 28                  30                 30
 25                  18                 18
 22                  32                 32
  9                   4                  4
 43                  22                 22
 37                  15                 15
 31                  26                 26
 27                  33                 33
 16                  26                 26
 13                  40                 40
 23                  27                 27
 42                  36                 36
 35                  21                 21
  6                   0                  0
  4                   0                  0
 33                  14                 14
 17                  23                 23
  1                   0                  0
 30                  29                 29
 14                  28                 28
 11                   5                  5
 40                  46                 46
  8                   0                  0
 20                  37                 37
  7                   0                  0
 36                  19                 19
  5                   0                  0
  2                   0                  0
 26                  21                 21
 29                  30                 30
  0                   0                  0
 32                  41                 41
  3                   0                  0
 38                  21                 21
 39                  14                 14
 10                   7                  7
 18                  26                 26
 21                   8                  8
 24                  23                 23

======================================== [8] 2025-12-03 13:36:58
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  28                 28
 34                  13                 13
 19                  34                 34
 15                  11                 11
 12                  27                 27
 44                  23                 23
 28                  46                 46
 25                   5                  5
 22                  37                 37
  9                  29                 29
 43                  31                 31
 37                  10                 10
 31                  12                 12
 27                   1                  1
 16                  20                 20
 13                  17                 17
 23                  20                 20
 42                  45                 45
 35                  25                 25
  6                   0                  0
  4                   0                  0
 33                  16                 16
 17                  30                 30
  1                   0                  0
 30                  21                 21
 14                  34                 34
 11                  44                 44
 40                  16                 16
  8                   0                  0
 20                  25                 25
  7                   0                  0
 36                  18                 18
  5                   0                  0
  2                   0                  0
 26                  11                 11
 29                  28                 28
  0                   0                  0
 32                  39                 39
  3                   0                  0
 38                  46                 46
 39                  23                 23
 10                  20                 20
 18                  13                 13
 21                  30                 30
 24                   4                  4

======================================== [9] 2025-12-03 13:37:04
=== OSD Performance ===
osd  commit_latency(ms)  apply_latency(ms)
 41                  29                 29
 34                  22                 22
 19                  40                 40
 15                  22                 22
 12                  18                 18
 44                  43                 43
 28                  15                 15
 25                  22                 22
 22                  41                 41
  9                  14                 14
 43                  15                 15
 37                  15                 15
 31                  43                 43
 27                  20                 20
 16                  10                 10
 13                   6                  6
 23                  11                 11
 42                  48                 48
 35                  32                 32
  6                   0                  0
  4                   0                  0
 33                  43                 43
 17                   7                  7
  1                   0                  0
 30                  35                 35
 14                  15                 15
 11                  53                 53
 40                  58                 58
  8                   0                  0
 20                  15                 15
  7                   0                  0
 36                  15                 15
  5                   0                  0
  2                   0                  0
 26                  23                 23
 29                  41                 41
  0                   0                  0
 32                   7                  7
  3                   0                  0
 38                  33                 33
 39                   6                  6
 10                  24                 24
 18                  26                 26
 21                  34                 34
 24                  26                 26

======================================== [10] 2025-12-03 13:37:11
